5000,3,0.014994,0.036361,0.001178,0.003403,0.004580
5000,5,0.015485,0.090223,0.001123,0.001559,0.002682
5000,10,0.015279,0.282473,0.001040,0.000429,0.001469
5000,15,0.015311,0.477066,0.001128,0.000207,0.001335
5000,20,0.015465,0.737514,0.001880,0.000141,0.002021
10000,3,0.037520,0.085310,0.002545,0.009250,0.011795
10000,5,0.037465,0.205520,0.002392,0.004318,0.006710
10000,10,0.038436,0.673009,0.002388,0.001643,0.004031
10000,15,0.042288,1.322859,0.002595,0.000819,0.003415
10000,20,0.041360,2.429427,0.002682,0.000496,0.003178
15000,3,0.064832,0.146422,0.004338,0.017392,0.021730
15000,5,0.064648,0.350510,0.004161,0.009207,0.013368
15000,10,0.064210,1.126923,0.003960,0.003369,0.007329
15000,15,0.065382,2.380389,0.003655,0.001716,0.005370
15000,20,0.064495,3.649328,0.003784,0.001052,0.004836
20000,3,0.100613,0.212765,0.005889,0.024790,0.030679
20000,5,0.097593,0.510752,0.005393,0.011838,0.017231
20000,10,0.097277,1.677409,0.005222,0.004743,0.009965
20000,15,0.098582,3.052326,0.005367,0.002739,0.008106
20000,20,0.097451,5.596500,0.005107,0.001822,0.006929
25000,3,0.137048,0.295548,0.008181,0.036564,0.044745
25000,5,0.134749,0.638136,0.007309,0.017125,0.024434
25000,10,0.136253,2.004189,0.006998,0.006909,0.013907
25000,15,0.135968,4.172234,0.006889,0.004046,0.010936
25000,20,0.138248,6.587643,0.006744,0.002575,0.009319
30000,3,0.149814,0.336273,0.009404,0.041358,0.050762
30000,5,0.149013,0.794239,0.008747,0.023062,0.031809
30000,10,0.151268,2.588822,0.008345,0.009181,0.017526
30000,15,0.150647,5.486337,0.007782,0.004708,0.012490
30000,20,0.149951,8.596766,0.008151,0.003454,0.011605
35000,3,0.212839,0.396154,0.010704,0.054665,0.065369
35000,5,0.208523,0.960621,0.010216,0.025741,0.035957
35000,10,0.207900,3.169357,0.009767,0.010566,0.020333
35000,15,0.214464,6.869657,0.010098,0.006505,0.016603
35000,20,0.211767,10.619510,0.009427,0.004226,0.013653
40000,3,0.226834,0.484409,0.012668,0.060567,0.073235
40000,5,0.228118,1.150383,0.011574,0.028284,0.039858
40000,10,0.225746,3.801618,0.010763,0.011614,0.022378
40000,15,0.229297,7.124363,0.011417,0.007529,0.018946
40000,20,0.230657,12.871472,0.010776,0.004937,0.015713
45000,3,0.302105,0.562685,0.014061,0.064752,0.078813
45000,5,0.303494,1.371705,0.014160,0.037788,0.051948
45000,10,0.305778,4.535119,0.013269,0.015402,0.028671
45000,15,0.311440,8.295209,0.012201,0.008988,0.021189
45000,20,0.305668,15.403316,0.012854,0.006171,0.019024
50000,3,0.309764,0.675202,0.016923,0.085729,0.102652
50000,5,0.313703,1.411558,0.015671,0.041652,0.057323
50000,10,0.310875,4.532398,0.014697,0.017034,0.031731
50000,15,0.317020,9.448872,0.013861,0.009888,0.023749
50000,20,0.311728,15.123967,0.013964,0.006897,0.020861
55000,3,0.326758,0.713574,0.018230,0.091186,0.109416
55000,5,0.327917,1.588683,0.017414,0.054550,0.071965
55000,10,0.324727,5.224748,0.016297,0.022139,0.038436
55000,15,0.326263,10.842698,0.015089,0.010838,0.025927
55000,20,0.329372,17.504536,0.015860,0.009100,0.024960
60000,3,0.349151,0.747145,0.020214,0.099269,0.119483
60000,5,0.349154,1.787349,0.018790,0.056310,0.075100
60000,10,0.347322,5.893626,0.017413,0.023048,0.040462
60000,15,0.343075,12.522482,0.016764,0.012053,0.028816
60000,20,0.348109,19.867916,0.016662,0.009267,0.025929
65000,3,0.364940,0.823502,0.021785,0.105009,0.126795
65000,5,0.365845,1.973867,0.020406,0.059429,0.079835
65000,10,0.364584,6.525723,0.020546,0.026094,0.046640
65000,15,0.365388,14.171437,0.019586,0.015172,0.034758
65000,20,0.368733,22.076089,0.018385,0.009913,0.028297
70000,3,0.483262,0.891379,0.022768,0.131679,0.154447
70000,5,0.485825,2.146914,0.021823,0.060951,0.082774
70000,10,0.482257,7.144990,0.021042,0.026458,0.047500
70000,15,0.480661,15.491668,0.021866,0.016702,0.038568
70000,20,0.484878,24.262795,0.019596,0.010628,0.030224
75000,3,0.500700,0.974365,0.024925,0.133899,0.158824
75000,5,0.494630,2.364187,0.023649,0.064990,0.088639
75000,10,0.501936,7.823360,0.022483,0.027762,0.050245
75000,15,0.501928,14.972214,0.022276,0.017115,0.039391
